title,price,rating_value,rating_count,review_count,availability,sku,brand,color,category
"Apple iPhone 17 Pro (Silver, 256 GB)","Rs. 134,900",4.6,1134,83,https://schema.org/InStock,MOBHFN6YPFSDYRTY,APPLE,Silver,mobile
